Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
29484611,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE118,,,,,7 [3-12],6.5946,2.64272,12.1197,,2022-08-26T09:13:12.793+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484612,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,43 [29-54],42.56758,29.02099,53.69562,,2022-08-26T09:13:12.81+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484613,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,14 [10-18],13.57712,9.62378,17.69827,,2022-08-26T09:13:12.823+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484614,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,15 [8-23],14.94471,8.13047,22.56417,,2022-08-26T09:13:12.84+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484615,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE000,,,,,79 [62-96],78.84045,61.99577,95.92757,,2022-08-26T09:13:12.857+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484616,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,1 [1-2],1.15645,0.71109,1.70074,,2022-08-26T09:13:12.873+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484617,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,3 [1-8],3.28889,0.73954,7.86985,,2022-08-26T09:13:12.89+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484618,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,13 [7-18],13.04436,7.44898,17.9996,,2022-08-26T09:13:12.903+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484619,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,8 [3-14],7.75576,3.01971,13.7253,,2022-08-26T09:13:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484620,AIR_42,COUNTRY,ARG,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,3 [1-6],3.46191,1.35817,6.0133,,2022-08-26T09:13:12.937+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
